id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime,disney
3476,Hot Girl,2016,,6.6,0,0,0,1,0
3477,Hotel Sacher,2016,,,0,0,0,1,0
3478,How Tech Works,2016,,6.6,0,0,0,1,0
3479,How2: How to do Amazing Things! (with Annoying Orange & Pear!),2016,,,0,0,0,1,0
3480,I am Luna,2016,,6.8,0,0,0,0,1
3481,I Declare War: The Series,2016,,,0,0,0,1,0
3482,I Love Dick,2016,18,6.2,87,0,0,1,0
3483,Ice Fantasy,2016,16,7.1,0,1,0,0,0
3484,Immortal Egypt,2016,,8,0,0,0,1,0
3485,Inside Hitler's Killing Machine,2016,,,0,0,0,1,0
3486,Inside Scotland Yard with Trevor McDonald,2016,,,0,0,0,1,0
3487,Inside the Ambulance,2016,,8.6,0,0,0,1,0
3488,Inside the World's Toughest Prisons,2016,18,6.8,0,1,0,0,0
3489,Intersection,2016,,6.5,0,1,0,0,0
3490,Invisivle TOKYO,2016,,,0,0,0,1,0
3491,Islands of the Future,2016,,6.8,0,1,0,0,0
3492,Italy's Invisible Cities,2016,,8.1,0,0,0,1,0
3493,Jean-Claude Van Johnson,2016,18,7.7,64,0,0,1,0
3494,Juan Happy Love Story,2016,,7.4,0,0,0,1,0
3495,Juana Inés,2016,16,7.6,0,1,0,0,0
3496,Justice League Action,2016,7,7.7,0,0,1,0,0
3497,Kailin Gow's Go Girl,2016,,,0,0,0,1,0
3498,Kenneth Copeland Ministries,2016,,,0,0,0,1,0
3499,Kids Halloween Baking Championship,2016,,7,0,0,1,0,0
3500,Kids on the Edge,2016,,6.8,0,0,0,1,0
3501,Kids Try,2016,,,0,0,1,1,0
3502,Killer Women with Piers Morgan,2016,,6.5,0,1,0,0,0
3503,Kim's Convenience,2016,16,8.1,0,1,0,0,0
3504,King of the Road,2016,16,8.8,0,0,0,1,0
3505,Kitten Rescuers,2016,,,0,1,0,0,0
3506,Kong: King of the Apes,2016,7,5.8,0,1,0,0,0
3507,Kulipari: An Army of Frogs,2016,7,6.9,0,1,0,0,0
3508,Kuromukuro,2016,16,7.2,0,1,0,0,0
3509,La Doña,2016,16,7.5,0,1,0,0,0
3510,La Esclava Blanca,2016,,,0,1,0,0,0
3511,La Niña,2016,,8.6,0,1,0,0,0
3512,La querida del Centauro,2016,16,8.1,0,1,0,0,0
3513,Lab Rats: Elite Force,2016,7,6.5,0,0,0,0,1
3514,Lady Dynamite,2016,16,7.4,97,1,0,0,0
3515,"Lady, La Vendedora de Rosas",2016,,,0,1,0,0,0
3516,Ladylike,2016,,5.9,0,0,1,1,0
3517,Last Chance U,2016,16,8.5,93,1,0,0,0
3518,Last Thing On My Phone,2016,,,0,0,0,1,0
3519,Leah Remini: Scientology and the Aftermath,2016,16,9.1,0,0,1,0,0
3520,Learn with Ethan The Dump Truck,2016,,,0,0,0,1,0
3521,Learn with Ted The Train,2016,,,0,0,0,1,0
3522,Lego Set Builds Bionicle - Artifex,2016,,,0,0,0,1,0
3523,Lego Set Builds City - Artifex,2016,,,0,0,0,1,0
3524,Lego Set Builds Nexo Knights - Artifex,2016,,,0,0,0,1,0
3525,Lego Set Builds Star Wars - Artifex,2016,,,0,0,0,1,0
3526,Lethal Weapon,2016,16,7.9,89,0,1,0,0
3527,Letterkenny,2016,18,8.7,0,0,1,0,0
3528,Little Big Awesome,2016,,,0,0,0,1,0
3529,Little Big Shots,2016,0,7.2,0,0,1,0,0
3530,Little Things,2016,18,8.3,0,1,0,0,0
3531,Little Women: Atlanta,2016,16,5.1,0,0,1,0,0
3532,Little Women: Dallas,2016,16,6.5,0,0,0,1,0
3533,Lockout,2016,,,0,0,0,1,0
3534,Lookalikes,2016,,6.2,0,1,0,0,0
3535,Looped,2016,0,6.3,0,0,0,1,0
3536,Lost in the Supermarket,2016,,,0,0,1,0,0
3537,Love,2016,18,7.7,94,1,0,0,0
3538,Love At Seventeen,2016,,6.4,0,1,0,0,0
3539,Love O2O,2016,16,8,0,1,0,0,0
3540,Lucas el Camioncito,2016,,,0,0,0,1,0
3541,Lucas the Monster Truck,2016,,,0,0,0,1,0
3542,Lucifer,2016,16,8.2,87,1,0,0,0
3543,Luna Petunia,2016,0,6.4,0,1,0,0,0
3544,Mafia Undercover,2016,,,0,0,0,1,0
3545,Magi: Adventure of Sinbad,2016,16,7.6,0,1,0,0,0
3546,Marcella,2016,18,7.4,65,1,0,0,0
3547,March Comes in Like a Lion,2016,7,8.4,0,1,0,0,0
3548,Mars,2016,7,7.5,61,1,0,0,0
3549,Marseille,2016,18,6.8,33,1,0,0,0
3550,Marvel's Luke Cage,2016,18,7.3,87,1,0,0,0
3551,Masha's Tales,2016,0,,0,1,0,0,0
3552,Medici: Masters of Florence,2016,7,7.9,0,1,0,0,0
3553,Men with Sword 2,2016,,,0,0,0,1,0
3554,Mercy Street,2016,7,7.4,73,0,0,1,0
3555,Microsoft Excel 2016 - Training,2016,,,0,0,0,1,0
3556,Midnattssol,2016,7,7.5,0,0,1,0,0
3557,Midnight Diner: Tokyo Stories,2016,16,8.4,0,1,0,0,0
3558,Milo Murphy's Law,2016,0,7.5,0,0,0,0,1
3559,Minecraft - Survival Madness Adventures,2016,,,0,0,0,1,0
3560,Minecraft Survival with Brick Show Brian!,2016,,,0,0,0,1,0
3561,Miniforce,2016,,,0,1,0,1,0
3562,Modd Couples,2016,,,0,0,1,0,0
3563,Mono Mario,2016,,,0,0,0,1,0
3564,Murderers and Their Mothers,2016,,5.4,0,0,0,1,0
3565,Murderous Affairs,2016,16,6.7,0,1,0,0,0
3566,Music & Murder,2016,18,8.5,0,0,0,1,0
3567,My Hero Academia,2016,16,8.5,100,0,1,0,0
3568,My Knight and Me,2016,0,4.4,0,0,1,0,0
3569,My Little Baby,2016,,,0,1,0,1,0
3570,My Mother and Other Strangers,2016,16,7.4,0,0,0,1,0
3571,My Runway,2016,7,6.2,0,1,0,0,0
3572,NASA: A Journey Through Space,2016,,5.3,0,0,0,1,0
3573,National Treasure,2016,16,7.4,91,0,1,0,0
3574,Natural Born Hustlers: The Hunger Hustlers,2016,,8,0,1,0,0,0
3575,Netflix Presents: The Characters,2016,,5.1,0,1,0,0,0
3576,Never Let Me Go,2016,,,0,0,0,1,0
3577,Newsy,2016,,,0,0,1,0,0
3578,NHL Road to the Outdoor Classics,2016,,,0,0,0,1,0
3579,Nightcap,2016,7,4.9,0,0,1,0,0
3580,Nightmare Teacher,2016,,7.1,0,1,0,0,0
3581,No Country for Americans,2016,,,0,0,0,1,0
3582,No Tomorrow,2016,7,7.2,88,1,0,0,0
3583,Nobel,2016,18,8.1,0,1,0,0,0
3584,"Noddy, Toyland Detective",2016,0,7,0,1,0,0,0
3585,Norsemen,2016,18,7.8,0,1,0,0,0
3586,Nurses Who Kill,2016,,5.9,0,1,0,1,0
3587,OMG!,2016,,,0,0,0,1,0
3588,One Mississippi,2016,18,7.3,0,0,0,1,0
3589,One of Us,2016,18,7,0,1,0,0,0
3590,Onyx Kids,2016,,,0,0,0,1,0
3591,Operation Gold Rush with Dan Snow,2016,,6.5,0,1,0,0,0
3592,OutDaughtered,2016,7,7,0,0,1,0,0
3593,Owlegories,2016,,8.7,0,0,0,1,0
3594,Pacific Heat,2016,16,5.7,17,1,0,0,0
3595,Paper Mario Color Splash Playthrough,2016,,,0,0,0,1,0
3596,Paquita Salas,2016,,8,0,1,0,0,0
3597,Paradise Run,2016,0,6,0,0,1,0,0
3598,Paranoid,2016,,6.7,0,1,0,0,0
3599,Pet Medics: New Zealand,2016,,,0,0,0,1,0
3600,Phil's Morning Drive,2016,,,0,0,0,1,0
3601,Pinkfong! Christmas Carols,2016,,,0,0,0,1,0
3602,Pitch,2016,16,7.4,94,0,1,0,0
3603,Plane Resurrection,2016,,7.1,0,0,0,1,0
3604,Power Battle Watch Car,2016,,,0,1,0,1,0
3605,Preacher,2016,18,8,87,0,1,0,0
3606,Premier Guitar Rig Rundown,2016,,,0,0,0,1,0
3607,PRIDE: The Series,2016,,,0,0,0,1,0
3608,Primal Survivor,2016,,8.3,0,0,0,0,1
3609,PRIME JAPAN,2016,,,0,0,0,1,0
3610,Prisoner Zero,2016,,7.8,0,1,0,0,0
3611,Private Sales,2016,,5.6,0,0,0,1,0
3612,Project Restoration,2016,,,0,0,0,1,0
3613,Python for Everybody,2016,,,0,0,0,1,0
3614,Queen of the South,2016,16,7.9,66,1,0,0,0
3615,Queen Sugar,2016,16,7.7,97,0,1,0,0
3616,Race of Life,2016,,5.3,0,1,0,0,0
3617,Raiders of the Lost Art,2016,0,8.1,0,1,0,0,0
3618,RAKUEN The Secret of Paradise,2016,,,0,0,0,1,0
3619,Ranger Rob,2016,0,6.2,0,0,1,0,0
3620,Ready for Start,2016,,,0,1,0,0,0
3621,Ready Jet Go!,2016,0,6,0,0,0,1,0
3622,Rebellion,2016,16,7.1,40,1,0,0,0
3623,Refresh Man,2016,,7.6,0,1,0,0,0
3624,Renaissance Unchained,2016,,8.2,0,0,0,1,0
3625,Renters,2016,,,0,1,0,0,0
3626,Road Kings,2016,,,0,0,0,1,0
3627,Road Side Stories,2016,,,50,0,0,1,0
3628,Road to the Games 2016,2016,,,0,0,0,1,0
3629,Roman Empire,2016,16,6.9,0,1,0,0,0
3630,Roots,2016,16,7.9,96,0,1,0,0
3631,Rosaline,2016,,,0,0,1,0,0
3632,Rosario Tijeras,2016,,5.9,0,1,0,0,0
3633,Round Planet,2016,,7.7,0,1,0,0,0
3634,Running Man,2016,,,0,0,0,1,0
3635,Ruta 35,2016,,7.4,0,1,0,0,0
3636,Saints & Sinners,2016,16,7.3,0,0,1,0,0
3637,Savage Kingdom,2016,,,0,0,1,0,0
3638,School of Rock,2016,0,4.3,0,0,1,0,0
3639,Second Chance,2016,16,7.5,0,0,1,0,0
3640,Secret City,2016,16,7.4,100,1,0,0,0
3641,Secret Talent Theatre,2016,,,0,0,1,0,0
3642,Secrets at the Hotel,2016,7,6.7,0,1,0,0,0
3643,Secrets of the SAS: In Their Own Words,2016,,7.8,0,1,0,0,0
3644,Shadow of Truth,2016,16,8.1,0,1,0,0,0
3645,Shadowhunters,2016,16,6.6,76,0,1,0,0
3646,Shooter,2016,16,7.5,44,1,0,0,0
3647,Shut Eye,2016,18,7.4,43,0,1,0,0
3648,Signal,2016,,8.8,0,1,0,0,0
3649,Silvana Sin Lana,2016,16,7.5,0,1,0,0,0
3650,Sin Senos Sí Hay Paraíso,2016,16,6.7,0,1,0,0,0
3651,Single and Anxious,2016,,9.2,0,0,0,1,0
3652,Skin Wars: Fresh Paint,2016,16,6.2,0,1,0,0,0
3653,Skylanders Academy,2016,7,6.5,0,1,0,0,0
3654,Slasher,2016,18,6.7,0,1,0,0,0
3655,Small Business Revolution: Main Street,2016,,7.7,0,0,0,1,0
3656,Snapshots,2016,,,0,0,0,1,0
3657,Solomon's Perjury,2016,,7.5,0,1,0,0,0
3658,Son of Zorn,2016,16,6.7,58,0,1,0,0
3659,Sons of the Caliphate,2016,,,0,1,0,0,0
3660,Space Mistakes,2016,,,0,0,0,1,0
3661,Spartan: Ultimate Team Challenge,2016,7,5.7,0,0,1,0,0
3662,Speechless,2016,7,7.6,0,0,1,0,0
3663,Spid the racing car,2016,,,0,0,0,1,0
3664,Splash and Bubbles,2016,0,6.3,0,1,0,0,0
3665,Stalkers Who Kill,2016,,3.8,0,0,0,1,0
3666,Stan Against Evil,2016,18,7.3,0,0,1,0,0
3667,Star,2016,16,6.6,0,0,1,0,0
3668,StoryBots Super Songs,2016,,8.4,0,1,0,0,0
3669,Strait Talk with Matt & LZ,2016,,,0,0,1,0,0
3670,Strange Curiosity,2016,,,0,0,0,1,0
3671,Stranger Things,2016,16,8.8,93,1,0,0,0
3672,Street Fighter: Resurrection,2016,16,6.5,0,0,0,1,0
3673,Strong,2016,7,7.3,0,1,0,0,0
3674,Stuck in the Middle,2016,0,5.9,0,0,0,0,1
3675,Summertime,2016,,,0,0,1,0,0
3676,Supersize Structures,2016,,,0,0,0,1,0
3677,T@gged,2016,16,7.3,0,0,1,0,0
3678,Tales To Get Scared To,2016,,,0,0,0,1,0
3679,Tasty 101,2016,,,0,0,1,1,0
3680,Technique Critique,2016,,,0,0,1,0,0
3681,Tempel,2016,,7,0,1,0,0,0
3682,Terrific Trucks,2016,0,5.6,0,0,1,0,0
3683,"The $100,000 Pyramid",2016,16,6.2,0,0,1,0,0
3684,The A Word,2016,,7.7,83,0,0,1,0
3685,The Adventure Series,2016,,,0,0,0,1,0
3686,The Aliens,2016,,6,0,0,1,0,0
3687,The Beginning of Life: The Series,2016,0,7.6,0,1,0,0,0
3688,The Big Ward,2016,,,0,1,0,0,0
3689,The Boonies,2016,,7,0,0,1,0,0
3690,The Boulet Brothers' Dragula,2016,18,7.7,0,1,0,0,0
3691,The Break,2016,,7.7,0,1,0,0,0
3692,The Circus,2016,16,7.1,0,0,1,0,0
3693,The Collection,2016,7,7.1,0,0,0,1,0
3694,The Crown,2016,18,8.7,89,1,0,0,0
3695,The Deep,2016,7,7.9,0,1,0,0,0
3696,The Detour,2016,7,7.7,90,0,1,0,0
3697,The Disastrous Life of Saiki K.,2016,16,8.3,0,1,0,0,0
3698,The Dude Perfect Show,2016,7,6.6,0,0,1,0,0
3699,The Durrells,2016,7,8.1,98,0,0,1,0
3700,The Eighties,2016,,8.3,0,1,0,0,0
3701,The Evolution of Us,2016,,,0,0,0,1,0
3702,The Exorcist,2016,16,8.1,89,0,1,0,0
3703,The Family Blend!,2016,,,0,0,0,1,0
3704,The Five,2016,,7.7,0,1,0,0,0
3705,The GCN Show,2016,,,0,0,0,1,0
3706,The Get Down,2016,16,8.3,0,1,0,0,0
3707,The Good Place,2016,16,8.2,97,1,1,0,0
3708,The Governor,2016,,,0,0,0,1,0
3709,The Grand Tour,2016,16,8.7,66,0,0,1,0
3710,The Great British Baking Show: Holidays,2016,16,,0,1,0,0,0
3711,The Grind,2016,,,0,0,0,1,0
3712,The History Of Ford Trucks,2016,,,0,0,0,1,0
3713,The Horn,2016,,8.4,0,1,0,0,0
3714,The Indian Wars: A Change of Worlds,2016,,5,0,0,0,1,0
3715,The Investigator: A British Crime Story,2016,,5.7,0,1,0,0,0
3716,The Irish Mob,2016,16,7.3,0,0,0,1,0
3717,The K2,2016,16,7.8,0,1,0,0,0
3718,The Kettering Incident,2016,18,6.9,67,0,0,1,0
3719,The Kingdom and End Times,2016,,,0,0,0,1,0
3720,The Last Tycoon,2016,18,7.7,46,0,0,1,0
3721,The Legend of the Blue Sea,2016,,8.1,0,0,1,0,0
3722,The Lion Guard,2016,0,6.5,0,0,0,0,1
3723,The Living and the Dead,2016,,7.5,78,0,0,1,0
3724,The Lodge,2016,,6,0,0,0,0,1
3725,The Making of Frozen: A Return to Arendelle,2016,,6.8,0,0,1,0,0
3726,The Marijuana Show,2016,,,0,0,0,1,0
3727,The Miracle,2016,,6.2,0,1,0,0,0
3728,The Naked Truth,2016,16,6.6,0,1,0,0,0
3729,The New Yorker Presents,2016,18,6.5,86,0,0,1,0
3730,The Night Manager,2016,16,8.1,91,0,0,1,0
3731,The Nightmare Worlds of H.G. Wells,2016,,6,0,0,0,1,0
3732,The OA,2016,16,7.9,84,1,0,0,0
3733,The Order of Victory,2016,,,0,0,0,1,0
3734,The Paranormal Police Exposed,2016,,,0,0,0,1,0
3735,The Past Is Yet To Come,2016,,,0,0,0,1,0
3736,The Path,2016,18,7.3,77,0,1,0,0
3737,The Powerpuff Girls,2016,7,3.6,0,0,1,0,0
3738,The Princess Weiyoung - 锦绣未央,2016,,,0,1,0,0,0
3739,The Ranch,2016,16,7.5,0,1,0,0,0
3740,The Rap Game,2016,7,5.3,0,1,1,0,0
3741,The Real Housewives of Potomac,2016,16,4.3,0,0,1,0,0
3742,The Ridge: Origins,2016,,,0,0,0,1,0
3743,The Riveras,2016,7,6.9,0,0,1,0,0
3744,The Shannara Chronicles,2016,16,7.2,77,1,0,0,0
3745,The Snowy Day,2016,0,7.2,0,0,0,1,0
3746,The Sound of Your Heart,2016,,8.3,0,1,0,0,0
3747,The Sporting Mavericks,2016,0,6.5,0,1,0,0,0
3748,The Stinky & Dirty Show,2016,0,7.1,0,0,0,1,0
3749,The Story of God with Morgan Freeman,2016,16,7.9,0,1,0,0,0
3750,The Sweet Spot: A Treasury of Baseball Stories,2016,,,0,0,0,1,0
3751,The Tick,2016,18,7.4,95,0,0,1,0
3752,The Truth Seekers,2016,,7.5,0,1,0,0,0
3753,The Tube: Going Underground,2016,,8.2,0,0,0,1,0
3754,The Union Series,2016,,,0,0,0,1,0
3755,The Wall,2016,7,6,0,0,1,0,0
3756,The Windsors,2016,18,7,90,1,0,0,0
3757,The Wine Show,2016,,8.9,0,0,1,0,0
3758,The Wounded Heart,2016,,,0,0,0,1,0
3759,Thirteen,2016,,7.3,94,0,0,1,0
3760,This Is Us,2016,16,8.7,92,0,1,0,0
3761,This Is Your Brain & Body When...,2016,,,0,0,0,1,0
3762,Timeless,2016,7,7.7,91,0,1,0,0
3763,Tinder Takeover,2016,,,0,0,1,0,0
3764,To Tell the Truth,2016,,6.4,0,0,1,0,0
3765,Tokyo Girl,2016,,8.1,0,0,0,1,0
3766,Tokyo Trial,2016,,7.4,0,1,0,0,0
3767,Tom the Tow Truck,2016,,,0,0,0,1,0
3768,Tom The Tow Truck's Paint Shop,2016,,,0,0,0,1,0
3769,Tong: Memories,2016,7,7.7,0,1,0,0,0
3770,Toon,2016,,7.7,0,1,0,0,0
3771,Top 10 Architecture,2016,0,7,0,1,0,0,0
3772,Top 10 Secrets and Mysteries,2016,7,5.1,0,1,0,0,0
3773,Top Grier,2016,,5.6,0,1,0,0,0
3774,Total Bellas,2016,16,5.8,0,0,1,0,0
3775,Trailer Park Boys: Out of the Park: Europe,2016,18,6.6,0,1,0,0,0
3776,Trains,2016,,,0,0,0,1,0
3777,Transformers: Combiner Wars,2016,16,5.5,0,0,0,1,0
3778,Travel Beside Me,2016,,,0,0,0,1,0
3779,Travel the Road,2016,,,0,0,0,1,0
3780,Travelers,2016,16,8.1,0,1,0,0,0
3781,Trawlermen Tales,2016,,6.1,0,1,0,0,0
3782,Triumph,2016,,,0,0,1,0,0
3783,Trollhunters: Tales of Arcadia,2016,7,8.4,0,1,0,0,0
3784,Troy el Tren en Auto City,2016,,,0,0,0,1,0
3785,Troy in Train Town,2016,,,0,0,0,1,0
3786,Troy The Train of Car City,2016,,,0,0,0,1,0
3787,Ty the Pie Guy,2016,,,0,0,0,1,0
3788,Uchimura Summers,2016,,,0,0,0,1,0
3789,Undefeated Bahamut Chronicle,2016,,6.5,0,0,1,0,0
3790,Under Arrest,2016,16,7.3,0,1,0,0,0
3791,Under Correction,2016,,,0,0,0,1,0
3792,Under the Black Moonlight,2016,,,0,1,0,0,0
3793,Undercover,2016,16,6.8,75,0,0,1,0
3794,Underground,2016,18,7.7,96,0,1,0,0
3795,United States of Animals,2016,,,0,0,0,0,1
3796,Uppercut for Hitler,2016,,,0,0,0,1,0
3797,Van Helsing,2016,16,6.2,0,1,0,0,0
3798,Victoria,2016,16,8.2,87,0,0,1,0
3799,Victorious Living with Kenneth Copeland,2016,,,0,0,0,1,0
3800,Video Workbench: The Scale Model Show,2016,,,0,0,0,1,0
3801,Voltron: Legendary Defender,2016,7,8.1,100,1,0,0,0
3802,Walks Around Britain,2016,,,0,0,0,1,0
3803,Wanted,2016,16,7.7,0,1,0,0,0
3804,War and Peace,2016,16,8.2,0,0,1,0,0
3805,Wasted,2016,,7.4,0,0,1,0,0
3806,WellieWishers,2016,,7.4,0,0,0,1,0
3807,When a Snail Falls in Love,2016,,7.5,0,1,0,0,0
3808,Which Die Is That Again?,2016,,,0,0,0,1,0
3809,White Nights,2016,,7,0,1,0,0,0
3810,White Rabbit Project,2016,7,6.9,0,1,0,0,0
3811,Wild Australia with Ray Mears,2016,,7.1,0,1,0,0,0
3812,Wild Catch / Chasing Monsters,2016,,7.6,0,1,0,0,0
3813,Wild France with Ray Mears,2016,,,0,1,0,0,0
3814,Wilderness Vet,2016,,,0,0,1,0,0
3815,Wildlife Quest,2016,,6.1,0,0,0,1,0
3816,Winsanity,2016,,6.1,0,1,0,0,0
3817,WIRED's Autocomplete Interviews,2016,,,0,0,1,1,0
3818,Woman,2016,18,7.2,0,0,1,0,0
3819,Word Party,2016,0,6.2,0,1,0,0,0
3820,World's Best Beaches,2016,,,0,0,0,1,0
3821,Worth It,2016,,8.6,0,0,1,1,0
3822,Wynonna Earp,2016,16,7.4,93,1,0,0,0
3823,Xploration DIY Sci,2016,0,8.8,0,0,0,1,0
3824,Yago,2016,7,7.2,0,1,0,0,0
3825,YaYa & Zouk,2016,,,0,0,0,1,0
3826,Yoko,2016,,7.1,0,1,0,0,0
3827,Zak Storm,2016,,7.1,0,1,0,0,0
3828,Zumbo's Just Desserts,2016,7,6.9,0,1,0,0,0
3829,46,2017,,8.5,0,1,0,0,0
3830,0 - 3 Months Baby Development Tutorials by BabyPillars,2017,,,0,0,0,1,0
3831,13 Reasons Why,2017,18,7.8,39,1,0,0,0
3832,13 Reasons Why: Beyond the Reasons,2017,18,6.5,0,1,0,0,0
3833,14 Year Old President of the Smallest Country in the World,2017,,,0,0,0,1,0
3834,21 Thunder,2017,18,6.2,0,1,0,0,0
3835,24: Legacy,2017,16,6.2,59,0,1,0,0
3836,3 Rabbits,2017,,,0,0,0,1,0
3837,4 Blocks,2017,,8.2,0,0,0,1,0
3838,5 Levels,2017,,,0,0,1,0,0
3839,72 Dangerous Animals: Latin America,2017,16,6.8,0,1,0,0,0
3840,90 Day Fiancé: Before the 90 Days,2017,16,6.7,0,0,1,0,0
3841,A Fishing Story with Ronnie Green,2017,,,0,0,0,1,0
3842,A Korean Odyssey,2017,,8.1,0,1,0,0,0
3843,A Love So Beautiful,2017,,,0,1,0,0,0
3844,A Murder on Orchard Street,2017,,,0,0,1,0,0
3845,A Series of Unfortunate Events,2017,7,7.8,96,1,0,0,0
3846,A User's Guide to Cheating Death,2017,16,7.6,0,1,0,0,0
3847,A Woman's Job,2017,,,0,0,1,0,0
3848,About Him: Freshman Year,2017,,,0,0,0,1,0
3849,About Joey',2017,,,0,0,0,1,0
3850,Absentia,2017,18,7.3,50,0,0,1,0
3851,Abstract: The Art of Design,2017,16,8.4,100,1,0,0,0
3852,Actually Me,2017,,,0,0,1,1,0
3853,Africa's Great Civilizations,2017,,,0,0,0,1,0
3854,Ainori Love Wagon: Asian Journey,2017,,6.9,0,1,0,0,0
3855,Alba's Cuban Kitchen,2017,,,0,0,0,1,0
3856,Alias Grace,2017,18,7.8,99,1,0,0,0
3857,Alias J.J.,2017,18,7.9,0,1,0,0,0
3858,Almost Impossible,2017,,,0,0,1,0,0
3859,Altair: A Record of Battles,2017,,,0,0,0,1,0
3860,Amazing Hotels: Life Beyond the Lobby,2017,,7.7,0,1,0,0,0
3861,Amber the Ambulance,2017,,,0,0,0,1,0
3862,American Playboy: The Hugh Hefner Story,2017,18,7.5,0,0,0,1,0
3863,American Ripper,2017,16,6.3,0,0,0,1,0
3864,American Vandal,2017,16,8.2,97,1,0,0,0
3865,Analyse,2017,,,0,0,0,1,0
3866,Andi Mack,2017,0,7.2,0,0,0,0,1
3867,Angels,2017,,,0,0,0,1,0
3868,Anna Karenina,2017,18,6.6,63,0,0,1,0
3869,Anne with an E,2017,7,8.6,62,1,0,0,0
3870,Apple Tree Yard,2017,18,7.1,92,0,1,0,0
3871,Argon,2017,,,0,1,0,0,0
3872,Argos Comunicación,2017,18,7.2,0,1,0,0,0
3873,Ask the Doctor,2017,,6.5,0,1,0,0,0
3874,Atypical,2017,18,8.3,87,1,0,0,0
3875,Awesome Hot Rods,2017,,,0,0,0,1,0
3876,Babies in Car City,2017,,,0,0,0,1,0
3877,Baby Talk,2017,,,0,0,0,1,0
3878,BabyFirst Halloween Special,2017,,,0,0,0,1,0
3879,Babylon Berlin,2017,18,8.4,0,1,0,0,0
3880,Back to Back Chef,2017,,,0,0,1,1,0
3881,Backline,2017,,,0,0,0,1,0
3882,Bad Blood,2017,18,7.5,80,1,0,0,0
3883,Baking with Toddlers,2017,,,0,0,0,1,0
3884,Bana: Heart of Darkness,2017,,,0,0,0,1,0
3885,Barbie Dreamtopia,2017,,6.1,0,0,0,1,0
3886,Bare Knuckle Fight Club,2017,,6.9,0,1,0,0,0
3887,Barely Beer Barons,2017,,,0,0,0,1,0
3888,Beat Shazam,2017,16,6.1,0,0,1,0,0
3889,Behind Tasty,2017,,,0,0,1,1,0
3890,Below the Surface,2017,,7.2,0,0,1,0,0
3891,Best Arrangement,2017,,,0,0,0,1,0
3892,Best Motorcycle Movies (Biker Documentary Anthology),2017,,,0,0,0,1,0
3893,Beyond Stranger Things,2017,,,0,1,0,0,0
3894,Beyond The Grave,2017,,,0,0,0,1,0
3895,Big Hero 6 The Series,2017,7,7.1,0,0,0,0,1
3896,Big Mouth,2017,18,8,100,1,0,0,0
3897,Big Pacific,2017,0,8.4,0,0,0,1,0
3898,Bigger Questions,2017,,,0,0,0,1,0
3899,Bill Nye Saves the World,2017,7,3.6,75,1,0,0,0
3900,Billy Dilley's Super-Duper Subterranean Summer,2017,7,4.6,0,0,0,0,1
3901,Black,2017,16,8,0,1,0,0,0
3902,Black Clover,2017,16,8,0,0,1,0,0
3903,Blazing Transfer Students,2017,,7.3,0,1,0,0,0
3904,Blissful Thinking,2017,,,0,0,1,0,0
3905,Blue Realm,2017,,,0,0,0,1,0
3906,Bogus Beauty,2017,,,0,0,1,1,0
3907,Bonus Family,2017,7,7.7,0,1,0,0,0
3908,Borderliner,2017,18,6.8,0,1,0,0,0
3909,Born Behind Bars,2017,,8.4,0,0,1,0,0
3910,Boruto: Naruto Next Generations,2017,16,7.1,0,0,1,0,0
3911,Boy Band,2017,,5.2,0,0,1,0,0
3912,Brockmire,2017,18,8.1,98,0,1,0,0
3913,Budding Prospects,2017,18,7.3,80,0,0,1,0
3914,Buddy Thunderstruck,2017,7,7.6,0,1,0,0,0
3915,Cabins in the Wild with Dick Strawbridge,2017,7,6.6,0,1,0,0,0
3916,Cable Girls,2017,16,7.7,0,1,0,0,0
3917,Cam & Leon,2017,,7.2,0,0,0,1,0
3918,Caption Contest,2017,,,0,0,1,0,0
3919,Car Patrol of Car City,2017,,,0,0,0,1,0
3920,Cardinal,2017,16,7.7,0,0,1,0,0
3921,"Cars, Cars",2017,,,0,0,0,1,0
3922,Casey Anthony: An American Murder Mystery,2017,16,7.2,0,0,1,0,0
3923,Castlevania,2017,18,8.2,93,1,0,0,0
3924,Celebrity Snackdown,2017,,,0,0,0,1,0
3925,Chandra Levy: An American Murder Mystery,2017,16,6.3,0,0,1,0,0
3926,Charité at War,2017,7,7.7,0,1,0,0,0
3927,Chasin the Sun,2017,,,0,0,0,1,0
3928,Chicago Typewriter,2017,,8.2,0,1,0,0,0
3929,Chief Kim,2017,,,0,0,1,0,0
3930,Children of the Whales,2017,16,7.1,0,1,0,0,0
3931,Christmas in Car City,2017,,,0,0,0,1,0
3932,Chuck & Danny's Road Trip,2017,,6.9,0,1,0,0,0
3933,City Slickers In Westworld featuring Billy Crystal,2017,,,0,0,0,1,0
3934,Clash of the Collectables,2017,,7.3,0,1,0,0,0
3935,Classroom of the Elite,2017,16,7.4,0,0,1,0,0
3936,Claws,2017,18,7.3,90,0,1,0,0
3937,Click for Murder,2017,,,0,1,0,0,0
3938,Clip: Adventures of Buttman (Annoying Orange Grand Theft Auto V Gaming),2017,,,0,0,0,1,0
3939,Clip: Lego Jurassic World Video Game Walkthrough,2017,,,0,0,0,1,0
3940,Clique,2017,7,7,100,0,1,0,0
3941,Cloudy with a Chance of Meatballs,2017,0,3.3,0,1,0,0,0
3942,Comrade Detective,2017,18,7.3,83,0,0,1,0
